,conv,dataset,train acc micro,test acc micro,train acc macro,test acc macro,label assortativity,feature assortativity,cluster coefficient,average shortest path,average degree
0,GCN,0.10.10.225,0.7888730385164051,0.1256281407035175,0.7888730385164051,0.1256281407035175,0.1,0.1,0.2,2,5
1,SAGE,0.10.10.225,0.7845934379457917,0.0954773869346733,0.7845934379457917,0.0954773869346733,0.1,0.1,0.2,2,5
2,GCN,0.10.10.2220,0.6847360912981455,0.1306532663316583,0.6847360912981455,0.1306532663316583,0.1,0.1,0.2,2,20
3,SAGE,0.10.10.2220,0.5320970042796006,0.0804020100502512,0.5320970042796006,0.0804020100502512,0.1,0.1,0.2,2,20
4,GCN,0.10.10.2240,0.8502139800285307,0.1708542713567839,0.8502139800285307,0.1708542713567839,0.1,0.1,0.2,2,40
5,SAGE,0.10.10.2240,0.6405135520684736,0.0402010050251256,0.6405135520684736,0.0402010050251256,0.1,0.1,0.2,2,40
6,GCN,0.10.10.232,0.7617689015691869,0.135678391959799,0.7617689015691869,0.135678391959799,0.1,0.1,0.2,3,2
7,SAGE,0.10.10.232,0.9029957203994294,0.0603015075376884,0.9029957203994294,0.0603015075376884,0.1,0.1,0.2,3,2
8,GCN,0.10.10.235,0.7104136947218259,0.1557788944723618,0.7104136947218259,0.1557788944723618,0.1,0.1,0.2,3,5
9,SAGE,0.10.10.235,0.3751783166904422,0.0603015075376884,0.3751783166904422,0.0603015075376884,0.1,0.1,0.2,3,5
10,GCN,0.10.10.2320,0.4935805991440798,0.1758793969849246,0.4935805991440798,0.1758793969849246,0.1,0.1,0.2,3,20
11,SAGE,0.10.10.2320,0.5905848787446505,0.0753768844221105,0.5905848787446505,0.0753768844221105,0.1,0.1,0.2,3,20
12,GCN,0.10.10.242,0.7960057061340942,0.1407035175879397,0.7960057061340942,0.1407035175879397,0.1,0.1,0.2,4,2
13,SAGE,0.10.10.242,0.8031383737517832,0.0703517587939698,0.8031383737517832,0.0703517587939698,0.1,0.1,0.2,4,2
14,GCN,0.10.10.245,0.4593437945791726,0.1105527638190954,0.4593437945791726,0.1105527638190954,0.1,0.1,0.2,4,5
15,SAGE,0.10.10.245,0.9300998573466476,0.100502512562814,0.9300998573466476,0.100502512562814,0.1,0.1,0.2,4,5
16,GCN,0.10.10.525,0.7360912981455064,0.0954773869346733,0.7360912981455064,0.0954773869346733,0.1,0.1,0.5,2,5
17,SAGE,0.10.10.525,0.7346647646219686,0.0854271356783919,0.7346647646219686,0.0854271356783919,0.1,0.1,0.5,2,5
18,GCN,0.10.10.5220,0.5249643366619116,0.2613065326633166,0.5249643366619116,0.2613065326633166,0.1,0.1,0.5,2,20
19,SAGE,0.10.10.5220,0.884450784593438,0.0954773869346733,0.884450784593438,0.0954773869346733,0.1,0.1,0.5,2,20
20,GCN,0.10.10.5240,0.1455064194008559,0.0854271356783919,0.1455064194008559,0.0854271356783919,0.1,0.1,0.5,2,40
21,SAGE,0.10.10.5240,0.8773181169757489,0.0552763819095477,0.8773181169757489,0.0552763819095477,0.1,0.1,0.5,2,40
22,GCN,0.10.10.535,0.6833095577746077,0.185929648241206,0.6833095577746077,0.185929648241206,0.1,0.1,0.5,3,5
23,SAGE,0.10.10.535,0.557774607703281,0.0653266331658291,0.557774607703281,0.0653266331658291,0.1,0.1,0.5,3,5
24,GCN,0.10.10.5320,0.3922967189728958,0.185929648241206,0.3922967189728958,0.185929648241206,0.1,0.1,0.5,3,20
25,SAGE,0.10.10.5320,1.0,0.0552763819095477,1.0,0.0552763819095477,0.1,0.1,0.5,3,20
26,GCN,0.10.10.545,0.5691868758915835,0.1105527638190954,0.5691868758915835,0.1105527638190954,0.1,0.1,0.5,4,5
27,SAGE,0.10.10.545,0.7289586305278174,0.0904522613065326,0.7289586305278174,0.0904522613065326,0.1,0.1,0.5,4,5
28,GCN,0.10.50.225,0.7489300998573466,0.1959798994974874,0.7489300998573466,0.1959798994974874,0.1,0.5,0.2,2,5
29,GCN,0.10.50.2220,0.3794579172610556,0.0904522613065326,0.3794579172610556,0.0904522613065326,0.1,0.5,0.2,2,20
30,GCN,0.10.50.2240,0.8074179743223966,0.1155778894472361,0.8074179743223966,0.1155778894472361,0.1,0.5,0.2,2,40
31,GCN,0.10.50.232,0.8687589158345221,0.1155778894472361,0.8687589158345221,0.1155778894472361,0.1,0.5,0.2,3,2
32,GCN,0.10.50.235,0.8102710413694721,0.1658291457286432,0.8102710413694721,0.1658291457286432,0.1,0.5,0.2,3,5
33,GCN,0.10.50.2320,0.536376604850214,0.0954773869346733,0.536376604850214,0.0954773869346733,0.1,0.5,0.2,3,20
34,GCN,0.10.50.242,0.6875891583452212,0.0954773869346733,0.6875891583452212,0.0954773869346733,0.1,0.5,0.2,4,2
35,GCN,0.10.50.245,0.8031383737517832,0.185929648241206,0.8031383737517832,0.185929648241206,0.1,0.5,0.2,4,5
36,GCN,0.10.50.525,0.5007132667617689,0.1959798994974874,0.5007132667617689,0.1959798994974874,0.1,0.5,0.5,2,5
37,GCN,0.10.50.5220,0.5549215406562055,0.2412060301507537,0.5549215406562055,0.2412060301507537,0.1,0.5,0.5,2,20
38,GCN,0.10.50.5240,0.3851640513552068,0.2311557788944723,0.3851640513552068,0.2311557788944723,0.1,0.5,0.5,2,40
39,GCN,0.10.50.535,0.7888730385164051,0.1809045226130653,0.7888730385164051,0.1809045226130653,0.1,0.5,0.5,3,5
40,GCN,0.10.50.5320,0.4893009985734665,0.0954773869346733,0.4893009985734665,0.0954773869346733,0.1,0.5,0.5,3,20
41,GCN,0.10.50.545,0.5763195435092725,0.1155778894472361,0.5763195435092725,0.1155778894472361,0.1,0.5,0.5,4,5
42,GCN,0.10.90.225,0.6847360912981455,0.0954773869346733,0.6847360912981455,0.0954773869346733,0.1,0.9,0.2,2,5
43,GCN,0.10.90.2220,0.6533523537803139,0.1055276381909547,0.6533523537803139,0.1055276381909547,0.1,0.9,0.2,2,20
44,GCN,0.10.90.2240,0.8074179743223966,0.1457286432160804,0.8074179743223966,0.1457286432160804,0.1,0.9,0.2,2,40
45,GCN,0.10.90.232,0.9372325249643366,0.2060301507537688,0.9372325249643366,0.2060301507537688,0.1,0.9,0.2,3,2
46,GCN,0.10.90.235,0.5007132667617689,0.100502512562814,0.5007132667617689,0.100502512562814,0.1,0.9,0.2,3,5
47,GCN,0.10.90.2320,0.8673323823109843,0.185929648241206,0.8673323823109843,0.185929648241206,0.1,0.9,0.2,3,20
48,GCN,0.10.90.242,0.6847360912981455,0.1055276381909547,0.6847360912981455,0.1055276381909547,0.1,0.9,0.2,4,2
49,GCN,0.10.90.245,0.5634807417974322,0.135678391959799,0.5634807417974322,0.135678391959799,0.1,0.9,0.2,4,5
50,GCN,0.10.90.2535,0.7189728958630528,0.1608040201005025,0.7189728958630528,0.1608040201005025,0.1,0.9,0.2,5,35
51,GCN,0.10.90.525,0.7118402282453637,0.1507537688442211,0.7118402282453637,0.1507537688442211,0.1,0.9,0.5,2,5
52,GCN,0.10.90.5220,0.2696148359486447,0.1206030150753768,0.2696148359486447,0.1206030150753768,0.1,0.9,0.5,2,20
53,GCN,0.10.90.5240,0.7375178316690443,0.2110552763819095,0.7375178316690443,0.2110552763819095,0.1,0.9,0.5,2,40
54,GCN,0.10.90.535,0.7589158345221113,0.1809045226130653,0.7589158345221113,0.1809045226130653,0.1,0.9,0.5,3,5
55,GCN,0.10.90.5320,0.4108416547788873,0.2110552763819095,0.4108416547788873,0.2110552763819095,0.1,0.9,0.5,3,20
56,GCN,0.10.90.545,0.5905848787446505,0.185929648241206,0.5905848787446505,0.185929648241206,0.1,0.9,0.5,4,5
57,GCN,0.50.10.0125,0.7845934379457917,0.2512562814070351,0.7845934379457917,0.2512562814070351,0.5,0.1,0.01,2,5
58,GCN,0.50.10.01220,0.572039942938659,0.1909547738693467,0.572039942938659,0.1909547738693467,0.5,0.1,0.01,2,20
59,GCN,0.50.10.01240,0.9158345221112696,0.3668341708542713,0.9158345221112696,0.3668341708542713,0.5,0.1,0.01,2,40
60,GCN,0.50.10.0132,0.92867332382311,0.6331658291457286,0.92867332382311,0.6331658291457286,0.5,0.1,0.01,3,2
61,GCN,0.50.10.0135,0.4893009985734665,0.3567839195979899,0.4893009985734665,0.3567839195979899,0.5,0.1,0.01,3,5
62,GCN,0.50.10.01320,0.7018544935805991,0.371859296482412,0.7018544935805991,0.371859296482412,0.5,0.1,0.01,3,20
63,GCN,0.50.10.0142,0.8088445078459344,0.2211055276381909,0.8088445078459344,0.2211055276381909,0.5,0.1,0.01,4,2
64,GCN,0.50.10.0145,0.6861626248216833,0.2311557788944723,0.6861626248216833,0.2311557788944723,0.5,0.1,0.01,4,5
65,GCN,0.50.10.0172,0.8773181169757489,0.5376884422110553,0.8773181169757489,0.5376884422110553,0.5,0.1,0.01,7,2
66,GCN,0.50.10.225,0.9671897289586304,0.9547738693467336,0.9671897289586304,0.9547738693467336,0.5,0.1,0.2,2,5
67,GCN,0.50.10.2220,0.9087018544935808,0.7638190954773869,0.9087018544935808,0.7638190954773869,0.5,0.1,0.2,2,20
68,GCN,0.50.10.2240,0.8373751783166904,0.3366834170854271,0.8373751783166904,0.3366834170854271,0.5,0.1,0.2,2,40
69,GCN,0.50.10.232,0.6961483594864479,0.5778894472361809,0.6961483594864479,0.5778894472361809,0.5,0.1,0.2,3,2
70,GCN,0.50.10.235,0.9186875891583453,0.2964824120603015,0.9186875891583453,0.2964824120603015,0.5,0.1,0.2,3,5
71,GCN,0.50.10.2320,0.637660485021398,0.271356783919598,0.637660485021398,0.271356783919598,0.5,0.1,0.2,3,20
72,GCN,0.50.10.242,0.8830242510699001,0.2060301507537688,0.8830242510699001,0.2060301507537688,0.5,0.1,0.2,4,2
73,GCN,0.50.10.245,0.5863052781740371,0.2763819095477386,0.5863052781740371,0.2763819095477386,0.5,0.1,0.2,4,5
74,GCN,0.50.10.525,0.7118402282453637,0.2512562814070351,0.7118402282453637,0.2512562814070351,0.5,0.1,0.5,2,5
75,GCN,0.50.10.5220,0.644793152639087,0.2412060301507537,0.644793152639087,0.2412060301507537,0.5,0.1,0.5,2,20
76,GCN,0.50.10.5240,0.7118402282453637,0.236180904522613,0.7118402282453637,0.236180904522613,0.5,0.1,0.5,2,40
77,GCN,0.50.10.535,0.5734664764621968,0.2211055276381909,0.5734664764621968,0.2211055276381909,0.5,0.1,0.5,3,5
78,GCN,0.50.10.5320,0.7203994293865906,0.2914572864321608,0.7203994293865906,0.2914572864321608,0.5,0.1,0.5,3,20
79,GCN,0.50.10.545,0.4151212553495007,0.2462311557788944,0.4151212553495007,0.2462311557788944,0.5,0.1,0.5,4,5
80,GCN,0.50.50.0125,0.9971469329529244,0.457286432160804,0.9971469329529244,0.457286432160804,0.5,0.5,0.01,2,5
81,GCN,0.50.50.01220,0.8174037089871612,0.4371859296482412,0.8174037089871612,0.4371859296482412,0.5,0.5,0.01,2,20
82,GCN,0.50.50.01240,0.7346647646219686,0.3517587939698492,0.7346647646219686,0.3517587939698492,0.5,0.5,0.01,2,40
83,GCN,0.50.50.0132,0.8730385164051355,0.4723618090452261,0.8730385164051355,0.4723618090452261,0.5,0.5,0.01,3,2
84,GCN,0.50.50.0135,0.6476462196861626,0.4723618090452261,0.6476462196861626,0.4723618090452261,0.5,0.5,0.01,3,5
85,GCN,0.50.50.01320,0.7047075606276747,0.4522613065326633,0.7047075606276747,0.4522613065326633,0.5,0.5,0.01,3,20
86,GCN,0.50.50.0142,0.9843081312410842,0.6180904522613065,0.9843081312410842,0.6180904522613065,0.5,0.5,0.01,4,2
87,GCN,0.50.50.0145,0.8758915834522111,0.2512562814070351,0.8758915834522111,0.2512562814070351,0.5,0.5,0.01,4,5
88,GCN,0.50.50.0172,0.7332382310984308,0.4522613065326633,0.7332382310984308,0.4522613065326633,0.5,0.5,0.01,7,2
89,GCN,0.50.50.225,0.8445078459343794,0.8090452261306532,0.8445078459343794,0.8090452261306532,0.5,0.5,0.2,2,5
90,GCN,0.50.50.2220,0.9942938659058488,1.0,0.9942938659058488,1.0,0.5,0.5,0.2,2,20
91,GCN,0.50.50.2240,0.9814550641940084,0.9899497487437184,0.9814550641940084,0.9899497487437184,0.5,0.5,0.2,2,40
92,GCN,0.50.50.232,0.9957203994293866,0.7889447236180904,0.9957203994293866,0.7889447236180904,0.5,0.5,0.2,3,2
93,GCN,0.50.50.235,0.8687589158345221,0.6030150753768844,0.8687589158345221,0.6030150753768844,0.5,0.5,0.2,3,5
94,GCN,0.50.50.2320,0.9800285306704708,0.8140703517587939,0.9800285306704708,0.8140703517587939,0.5,0.5,0.2,3,20
95,GCN,0.50.50.242,0.9957203994293866,0.7989949748743719,0.9957203994293866,0.7989949748743719,0.5,0.5,0.2,4,2
96,GCN,0.50.50.245,0.6904422253922967,0.4874371859296482,0.6904422253922967,0.4874371859296482,0.5,0.5,0.2,4,5
97,GCN,0.50.50.525,0.6704707560627675,0.4020100502512563,0.6704707560627675,0.4020100502512563,0.5,0.5,0.5,2,5
98,GCN,0.50.50.5220,0.9158345221112696,0.5276381909547738,0.9158345221112696,0.5276381909547738,0.5,0.5,0.5,2,20
99,GCN,0.50.50.5240,0.8174037089871612,0.4874371859296482,0.8174037089871612,0.4874371859296482,0.5,0.5,0.5,2,40
100,GCN,0.50.50.535,0.8402282453637661,0.457286432160804,0.8402282453637661,0.457286432160804,0.5,0.5,0.5,3,5
101,GCN,0.50.50.5320,0.6119828815977175,0.4221105527638191,0.6119828815977175,0.4221105527638191,0.5,0.5,0.5,3,20
102,GCN,0.50.50.545,0.6419400855920114,0.457286432160804,0.6419400855920114,0.457286432160804,0.5,0.5,0.5,4,5
103,GCN,0.50.90.0125,1.0,0.3819095477386934,1.0,0.3819095477386934,0.5,0.9,0.01,2,5
104,GCN,0.50.90.01220,0.7517831669044223,0.2512562814070351,0.7517831669044223,0.2512562814070351,0.5,0.9,0.01,2,20
105,GCN,0.50.90.01240,0.9771754636233952,0.2763819095477386,0.9771754636233952,0.2763819095477386,0.5,0.9,0.01,2,40
106,GCN,0.50.90.0132,0.8944365192582026,0.3115577889447236,0.8944365192582026,0.3115577889447236,0.5,0.9,0.01,3,2
107,GCN,0.50.90.0135,0.6790299572039943,0.2311557788944723,0.6790299572039943,0.2311557788944723,0.5,0.9,0.01,3,5
108,GCN,0.50.90.01320,0.9101283880171184,0.2814070351758794,0.9101283880171184,0.2814070351758794,0.5,0.9,0.01,3,20
109,GCN,0.50.90.0142,0.7917261055634808,0.2763819095477386,0.7917261055634808,0.2763819095477386,0.5,0.9,0.01,4,2
110,GCN,0.50.90.0145,0.9072753209700428,0.2462311557788944,0.9072753209700428,0.2462311557788944,0.5,0.9,0.01,4,5
111,GCN,0.50.90.0172,1.0,0.628140703517588,1.0,0.628140703517588,0.5,0.9,0.01,7,2
112,GCN,0.50.90.225,0.854493580599144,0.4070351758793969,0.854493580599144,0.4070351758793969,0.5,0.9,0.2,2,5
113,GCN,0.50.90.2220,0.9757489300998572,0.949748743718593,0.9757489300998572,0.949748743718593,0.5,0.9,0.2,2,20
114,GCN,0.50.90.2240,0.912981455064194,0.9346733668341708,0.912981455064194,0.9346733668341708,0.5,0.9,0.2,2,40
115,GCN,0.50.90.232,0.9900142653352354,0.5829145728643216,0.9900142653352354,0.5829145728643216,0.5,0.9,0.2,3,2
116,GCN,0.50.90.235,0.920114122681883,0.4271356783919598,0.920114122681883,0.4271356783919598,0.5,0.9,0.2,3,5
117,GCN,0.50.90.2320,1.0,1.0,1.0,1.0,0.5,0.9,0.2,3,20
118,GCN,0.50.90.242,0.992867332382311,0.507537688442211,0.992867332382311,0.507537688442211,0.5,0.9,0.2,4,2
119,GCN,0.50.90.245,0.8487874465049928,0.7286432160804021,0.8487874465049928,0.7286432160804021,0.5,0.9,0.2,4,5
120,GCN,0.50.90.525,0.985734664764622,0.4824120603015075,0.985734664764622,0.4824120603015075,0.5,0.9,0.5,2,5
121,GCN,0.50.90.5220,0.7788873038516405,0.3618090452261306,0.7788873038516405,0.3618090452261306,0.5,0.9,0.5,2,20
122,GCN,0.50.90.5240,0.6333808844507846,0.3366834170854271,0.6333808844507846,0.3366834170854271,0.5,0.9,0.5,2,40
123,GCN,0.50.90.535,0.5848787446504993,0.3819095477386934,0.5848787446504993,0.3819095477386934,0.5,0.9,0.5,3,5
124,GCN,0.50.90.5320,0.8887303851640513,0.5125628140703518,0.8887303851640513,0.5125628140703518,0.5,0.9,0.5,3,20
125,GCN,0.50.90.545,0.5763195435092725,0.3517587939698492,0.5763195435092725,0.3517587939698492,0.5,0.9,0.5,4,5
126,GCN,0.90.10.0125,0.5905848787446505,0.371859296482412,0.5905848787446505,0.371859296482412,0.9,0.1,0.01,2,5
127,GCN,0.90.10.01220,0.6975748930099858,0.4020100502512563,0.6975748930099858,0.4020100502512563,0.9,0.1,0.01,2,20
128,GCN,0.90.10.01240,0.4921540656205421,0.3417085427135678,0.4921540656205421,0.3417085427135678,0.9,0.1,0.01,2,40
129,GCN,0.90.10.0132,0.9957203994293866,0.5678391959798995,0.9957203994293866,0.5678391959798995,0.9,0.1,0.01,3,2
130,GCN,0.90.10.0135,0.5634807417974322,0.4070351758793969,0.5634807417974322,0.4070351758793969,0.9,0.1,0.01,3,5
131,GCN,0.90.10.01320,0.8944365192582026,0.5829145728643216,0.8944365192582026,0.5829145728643216,0.9,0.1,0.01,3,20
132,GCN,0.90.10.0142,0.9985734664764622,0.5778894472361809,0.9985734664764622,0.5778894472361809,0.9,0.1,0.01,4,2
133,GCN,0.90.10.0145,0.8873038516405135,0.6381909547738693,0.8873038516405135,0.6381909547738693,0.9,0.1,0.01,4,5
134,GCN,0.90.10.0172,0.7517831669044223,0.4874371859296482,0.7517831669044223,0.4874371859296482,0.9,0.1,0.01,7,2
135,GCN,0.90.10.225,0.7261055634807418,0.5276381909547738,0.7261055634807418,0.5276381909547738,0.9,0.1,0.2,2,5
136,GCN,0.90.10.2220,0.9900142653352354,0.9246231155778896,0.9900142653352354,0.9246231155778896,0.9,0.1,0.2,2,20
137,GCN,0.90.10.2240,0.746077032810271,0.7487437185929648,0.746077032810271,0.7487437185929648,0.9,0.1,0.2,2,40
138,GCN,0.90.10.232,1.0,0.9899497487437184,1.0,0.9899497487437184,0.9,0.1,0.2,3,2
139,GCN,0.90.10.235,0.985734664764622,0.7185929648241206,0.985734664764622,0.7185929648241206,0.9,0.1,0.2,3,5
140,GCN,0.90.10.2320,0.7960057061340942,0.7989949748743719,0.7960057061340942,0.7989949748743719,0.9,0.1,0.2,3,20
141,GCN,0.90.10.242,1.0,0.9748743718592964,1.0,0.9748743718592964,0.9,0.1,0.2,4,2
142,GCN,0.90.10.245,0.7660485021398002,0.6030150753768844,0.7660485021398002,0.6030150753768844,0.9,0.1,0.2,4,5
143,GCN,0.90.10.272,0.8887303851640513,0.8844221105527639,0.8887303851640513,0.8844221105527639,0.9,0.1,0.2,7,2
144,GCN,0.90.10.5220,1.0,1.0,1.0,1.0,0.9,0.1,0.5,2,20
145,GCN,0.90.10.5240,0.8502139800285307,0.8492462311557789,0.8502139800285307,0.8492462311557789,0.9,0.1,0.5,2,40
146,GCN,0.90.10.535,0.9329529243937232,0.9396984924623116,0.9329529243937232,0.9396984924623116,0.9,0.1,0.5,3,5
147,GCN,0.90.10.5320,0.5977175463623395,0.5979899497487438,0.5977175463623395,0.5979899497487438,0.9,0.1,0.5,3,20
148,GCN,0.90.10.545,1.0,0.984924623115578,1.0,0.984924623115578,0.9,0.1,0.5,4,5
149,GCN,0.90.50.0125,0.9971469329529244,0.5276381909547738,0.9971469329529244,0.5276381909547738,0.9,0.5,0.01,2,5
150,GCN,0.90.50.01220,0.4978601997146933,0.3819095477386934,0.4978601997146933,0.3819095477386934,0.9,0.5,0.01,2,20
151,GCN,0.90.50.01240,0.3352353780313837,0.2160804020100502,0.3352353780313837,0.2160804020100502,0.9,0.5,0.01,2,40
152,GCN,0.90.50.0132,0.8815977175463623,0.4824120603015075,0.8815977175463623,0.4824120603015075,0.9,0.5,0.01,3,2
153,GCN,0.90.50.0135,0.9500713266761768,0.5527638190954773,0.9500713266761768,0.5527638190954773,0.9,0.5,0.01,3,5
154,GCN,0.90.50.01320,0.9900142653352354,0.5276381909547738,0.9900142653352354,0.5276381909547738,0.9,0.5,0.01,3,20
155,GCN,0.90.50.0142,1.0,0.6180904522613065,1.0,0.6180904522613065,0.9,0.5,0.01,4,2
156,GCN,0.90.50.0145,0.8773181169757489,0.4924623115577889,0.8773181169757489,0.4924623115577889,0.9,0.5,0.01,4,5
157,GCN,0.90.50.0172,0.7703281027104137,0.5276381909547738,0.7703281027104137,0.5276381909547738,0.9,0.5,0.01,7,2
158,GCN,0.90.50.225,0.477888730385164,0.2814070351758794,0.477888730385164,0.2814070351758794,0.9,0.5,0.2,2,5
159,GCN,0.90.50.2220,0.8445078459343794,0.8341708542713567,0.8445078459343794,0.8341708542713567,0.9,0.5,0.2,2,20
160,GCN,0.90.50.2240,0.7018544935805991,0.6984924623115578,0.7018544935805991,0.6984924623115578,0.9,0.5,0.2,2,40
161,GCN,0.90.50.232,1.0,1.0,1.0,1.0,0.9,0.5,0.2,3,2
162,GCN,0.90.50.235,1.0,1.0,1.0,1.0,0.9,0.5,0.2,3,5
163,GCN,0.90.50.2320,1.0,1.0,1.0,1.0,0.9,0.5,0.2,3,20
164,GCN,0.90.50.242,1.0,1.0,1.0,1.0,0.9,0.5,0.2,4,2
165,GCN,0.90.50.245,0.6690442225392297,0.6683417085427136,0.6690442225392297,0.6683417085427136,0.9,0.5,0.2,4,5
166,GCN,0.90.50.272,1.0,0.9899497487437184,1.0,0.9899497487437184,0.9,0.5,0.2,7,2
167,GCN,0.90.50.525,0.5777460770328102,0.5628140703517588,0.5777460770328102,0.5628140703517588,0.9,0.5,0.5,2,5
168,GCN,0.90.50.5220,1.0,1.0,1.0,1.0,0.9,0.5,0.5,2,20
169,GCN,0.90.50.5240,0.7489300998573466,0.7537688442211056,0.7489300998573466,0.7537688442211056,0.9,0.5,0.5,2,40
170,GCN,0.90.50.535,0.992867332382311,0.9748743718592964,0.992867332382311,0.9748743718592964,0.9,0.5,0.5,3,5
171,GCN,0.90.50.5320,0.6647646219686163,0.6683417085427136,0.6647646219686163,0.6683417085427136,0.9,0.5,0.5,3,20
172,GCN,0.90.50.545,0.7503566333808844,0.7487437185929648,0.7503566333808844,0.7487437185929648,0.9,0.5,0.5,4,5
173,GCN,0.90.90.0125,0.8288159771754636,0.4874371859296482,0.8288159771754636,0.4874371859296482,0.9,0.9,0.01,2,5
174,GCN,0.90.90.01220,1.0,0.4673366834170854,1.0,0.4673366834170854,0.9,0.9,0.01,2,20
175,GCN,0.90.90.01240,0.6690442225392297,0.3869346733668342,0.6690442225392297,0.3869346733668342,0.9,0.9,0.01,2,40
176,GCN,0.90.90.0132,0.6562054208273894,0.3668341708542713,0.6562054208273894,0.3668341708542713,0.9,0.9,0.01,3,2
177,GCN,0.90.90.0135,0.5249643366619116,0.3618090452261306,0.5249643366619116,0.3618090452261306,0.9,0.9,0.01,3,5
178,GCN,0.90.90.01320,0.9757489300998572,0.4924623115577889,0.9757489300998572,0.4924623115577889,0.9,0.9,0.01,3,20
179,GCN,0.90.90.0142,0.2995720399429387,0.2261306532663316,0.2995720399429387,0.2261306532663316,0.9,0.9,0.01,4,2
180,GCN,0.90.90.0145,1.0,0.5175879396984925,1.0,0.5175879396984925,0.9,0.9,0.01,4,5
181,GCN,0.90.90.0172,0.7489300998573466,0.5326633165829145,0.7489300998573466,0.5326633165829145,0.9,0.9,0.01,7,2
